dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp_norm,hum_norm,windspeed_norm,casual,registered,cnt,temp_real,atemp_norm_calc,hum_real,windspeed_real,hum_qual
2011-07-09,summer,2011,jul,no,saturday,no,weather1,0.733333,0.609167,0.167912,1988,3348,5336,26,0.6363636363636364,60.92,11.25,média
2011-07-10,summer,2011,jul,no,sunday,no,weather1,0.7475,0.578333,0.183471,1743,3138,4881,27,0.6515151515151515,57.83,12.29,média
2011-07-11,summer,2011,jul,no,monday,yes,weather1,0.7625,0.635833,0.282337,723,3363,4086,28,0.6666666666666666,63.58,18.92,média
2011-07-12,summer,2011,jul,no,tuesday,yes,weather1,0.794167,0.559167,0.200254,662,3596,4258,29,0.6818181818181818,55.92,13.42,média
2011-07-13,summer,2011,jul,no,wednesday,yes,weather1,0.746667,0.631667,0.146133,748,3594,4342,27,0.6515151515151515,63.17,9.79,média
2011-07-14,summer,2011,jul,no,thursday,yes,weather1,0.680833,0.47625,0.240667,888,4196,5084,24,0.6060606060606061,47.62,16.12,baixa
2011-07-15,summer,2011,jul,no,friday,yes,weather1,0.663333,0.59125,0.182833,1318,4220,5538,23,0.5909090909090909,59.13,12.25,média
2011-07-16,summer,2011,jul,no,saturday,no,weather1,0.686667,0.585,0.208342,2418,3505,5923,24,0.6060606060606061,58.5,13.96,média
2011-07-17,summer,2011,jul,no,sunday,no,weather1,0.719167,0.604167,0.245033,2006,3296,5302,26,0.6363636363636364,60.42,16.42,média
2011-07-18,summer,2011,jul,no,monday,yes,weather1,0.746667,0.65125,0.215804,841,3617,4458,27,0.6515151515151515,65.12,14.46,média
2011-07-19,summer,2011,jul,no,tuesday,yes,weather1,0.776667,0.650417,0.1306,752,3789,4541,29,0.6818181818181818,65.04,8.75,média
2011-07-20,summer,2011,jul,no,wednesday,yes,weather1,0.768333,0.707083,0.113817,644,3688,4332,28,0.6666666666666666,70.71,7.63,alta
2011-07-21,summer,2011,jul,no,thursday,yes,weather2,0.815,0.69125,0.222021,632,3152,3784,30,0.696969696969697,69.12,14.88,média
2011-07-22,summer,2011,jul,no,friday,yes,weather1,0.848333,0.580417,0.1331,562,2825,3387,32,0.7272727272727273,58.04,8.92,média
2011-07-23,summer,2011,jul,no,saturday,no,weather1,0.849167,0.5,0.131221,987,2298,3285,32,0.7272727272727273,50,8.79,NA
2011-07-24,summer,2011,jul,no,sunday,no,weather1,0.83,0.550833,0.169171,1050,2556,3606,31,0.7121212121212122,55.08,11.33,média
2011-07-25,summer,2011,jul,no,monday,yes,weather1,0.743333,0.757083,0.0908083,568,3272,3840,27,0.6515151515151515,75.71,6.08,alta
2011-07-26,summer,2011,jul,no,tuesday,yes,weather1,0.771667,0.540833,0.200258,750,3840,4590,28,0.6666666666666666,54.08,13.42,média
2011-07-27,summer,2011,jul,no,wednesday,yes,weather1,0.775,0.402917,0.183463,755,3901,4656,28,0.6666666666666666,40.29,12.29,baixa
2011-07-28,summer,2011,jul,no,thursday,yes,weather1,0.779167,0.583333,0.178479,606,3784,4390,29,0.6818181818181818,58.33,11.96,média
2011-07-29,summer,2011,jul,no,friday,yes,weather1,0.838333,0.5425,0.174138,670,3176,3846,31,0.7121212121212122,54.25,11.67,média
2011-07-30,summer,2011,jul,no,saturday,no,weather1,0.804167,0.465833,0.168537,1559,2916,4475,30,0.696969696969697,46.58,11.29,baixa
2011-07-31,summer,2011,jul,no,sunday,no,weather1,0.805833,0.480833,0.164813,1524,2778,4302,30,0.696969696969697,48.08,11.04,baixa
2011-08-01,summer,2011,aug,no,monday,yes,weather1,0.771667,0.550833,0.156717,729,3537,4266,28,0.6666666666666666,55.08,10.5,média
2011-08-02,summer,2011,aug,no,tuesday,yes,weather1,0.783333,0.49125,0.20585,801,4044,4845,29,0.6818181818181818,49.12,13.79,baixa
2011-08-03,summer,2011,aug,no,wednesday,yes,weather2,0.731667,0.6575,0.135583,467,3107,3574,26,0.6363636363636364,65.75,9.08,média
2011-08-04,summer,2011,aug,no,thursday,yes,weather2,0.71,0.7575,0.19715,799,3777,4576,25,0.6212121212121212,75.75,13.21,alta
2011-08-05,summer,2011,aug,no,friday,yes,weather1,0.710833,0.630833,0.184696,1023,3843,4866,25,0.6212121212121212,63.08,12.37,média
2011-08-06,summer,2011,aug,no,saturday,no,weather2,0.716667,0.755,0.22825,1521,2773,4294,26,0.6363636363636364,75.5,15.29,alta
2011-08-07,summer,2011,aug,no,sunday,no,weather1,0.7425,0.752917,0.201487,1298,2487,3785,27,0.6515151515151515,75.29,13.5,alta
2011-08-08,summer,2011,aug,no,monday,yes,weather1,0.765,0.592083,0.192175,846,3480,4326,28,0.6666666666666666,59.21,12.88,média
2011-08-09,summer,2011,aug,no,tuesday,yes,weather1,0.775,0.570417,0.151121,907,3695,4602,28,0.6666666666666666,57.04,10.13,média
2011-08-10,summer,2011,aug,no,wednesday,yes,weather1,0.766667,0.424167,0.200258,884,3896,4780,28,0.6666666666666666,42.42,13.42,baixa
2011-08-11,summer,2011,aug,no,thursday,yes,weather1,0.7175,0.42375,0.164796,812,3980,4792,26,0.6363636363636364,42.38,11.04,baixa
2011-08-12,summer,2011,aug,no,friday,yes,weather1,0.708333,0.415,0.125621,1051,3854,4905,25,0.6212121212121212,41.5,8.42,baixa
2011-08-13,summer,2011,aug,no,saturday,no,weather2,0.685833,0.729583,0.211454,1504,2646,4150,24,0.6060606060606061,72.96,14.17,alta
2011-08-14,summer,2011,aug,no,sunday,no,weather2,0.676667,0.8175,0.222633,1338,2482,3820,24,0.6060606060606061,81.75,14.92,alta
2011-08-15,summer,2011,aug,no,monday,yes,weather1,0.665833,0.712083,0.208954,775,3563,4338,23,0.5909090909090909,71.21,14,alta
2011-08-16,summer,2011,aug,no,tuesday,yes,weather1,0.700833,0.578333,0.236329,721,4004,4725,25,0.6212121212121212,57.83,15.83,média
2011-08-17,summer,2011,aug,no,wednesday,yes,weather1,0.723333,0.575417,0.143667,668,4026,4694,26,0.6363636363636364,57.54,9.63,média
2011-08-18,summer,2011,aug,no,thursday,yes,weather1,0.711667,0.654583,0.233208,639,3166,3805,25,0.6212121212121212,65.46,15.62,média
2011-08-19,summer,2011,aug,no,friday,yes,weather2,0.685,0.722917,0.139308,797,3356,4153,24,0.6060606060606061,72.29,9.33,alta
2011-08-20,summer,2011,aug,no,saturday,no,weather1,0.6975,0.674167,0.104467,1914,3277,5191,25,0.6212121212121212,67.42,7,média
2011-08-21,summer,2011,aug,no,sunday,no,weather1,0.710833,0.77,0.248754,1249,2624,3873,25,0.6212121212121212,77,16.67,alta
2011-08-22,summer,2011,aug,no,monday,yes,weather1,0.691667,0.47,0.27675,833,3925,4758,25,0.6212121212121212,47,18.54,baixa
2011-08-23,summer,2011,aug,no,tuesday,yes,weather1,0.640833,0.455417,0.146763,1281,4614,5895,22,0.5757575757575758,45.54,9.83,baixa
2011-08-24,summer,2011,aug,no,wednesday,yes,weather1,0.673333,0.605,0.253108,949,4181,5130,24,0.6060606060606061,60.5,16.96,média
2011-08-25,summer,2011,aug,no,thursday,yes,weather2,0.684167,0.771667,0.210833,435,3107,3542,24,0.6060606060606061,77.17,14.13,alta
2011-08-26,summer,2011,aug,no,friday,yes,weather1,0.7,0.76125,0.0839625,768,3893,4661,25,0.6212121212121212,76.12,5.63,alta
2011-08-27,summer,2011,aug,no,saturday,no,weather2,0.68,0.85,0.375617,226,889,1115,24,0.6060606060606061,85,25.17,alta
2011-08-28,summer,2011,aug,no,sunday,no,weather1,0.707059,0.561765,0.304659,1415,2919,4334,25,0.6212121212121212,56.18,20.41,média
2011-08-29,summer,2011,aug,no,monday,yes,weather1,0.636667,0.554583,0.159825,729,3905,4634,22,0.5757575757575758,55.46,10.71,média
2011-08-30,summer,2011,aug,no,tuesday,yes,weather1,0.639167,0.548333,0.125008,775,4429,5204,22,0.5757575757575758,54.83,8.38,média
2011-08-31,summer,2011,aug,no,wednesday,yes,weather1,0.656667,0.597917,0.0833333,688,4370,5058,23,0.5909090909090909,59.79,5.58,média
2011-09-01,fall,2011,sep,no,thursday,yes,weather1,0.655,0.639167,0.141796,783,4332,5115,23,0.5909090909090909,63.92,9.5,média
2011-09-02,fall,2011,sep,no,friday,yes,weather2,0.643333,0.727083,0.139929,875,3852,4727,22,0.5757575757575758,72.71,9.38,alta
2011-09-03,fall,2011,sep,no,saturday,no,weather1,0.669167,0.716667,0.185325,1935,2549,4484,23,0.5909090909090909,71.67,12.42,alta
2011-09-04,fall,2011,sep,no,sunday,no,weather1,0.709167,0.742083,0.206467,2521,2419,4940,25,0.6212121212121212,74.21,13.83,alta
2011-09-05,fall,2011,sep,yes,monday,no,weather2,0.673333,0.790417,0.212696,1236,2115,3351,24,0.6060606060606061,79.04,14.25,alta
2011-09-06,fall,2011,sep,no,tuesday,yes,weather3,0.54,0.886957,0.343943,204,2506,2710,17,0.5,88.7,23.04,alta
2011-09-07,fall,2011,sep,no,wednesday,yes,weather3,0.599167,0.917083,0.0970208,118,1878,1996,20,0.5454545454545454,91.71,6.5,alta
2011-09-08,fall,2011,sep,no,thursday,yes,weather3,0.633913,0.939565,0.192748,153,1689,1842,22,0.5757575757575758,93.96,12.91,alta
2011-09-09,fall,2011,sep,no,friday,yes,weather2,0.65,0.897917,0.124379,417,3127,3544,23,0.5909090909090909,89.79,8.33,alta
2011-09-10,fall,2011,sep,no,saturday,no,weather1,0.66,0.75375,0.153608,1750,3595,5345,23,0.5909090909090909,75.38,10.29,alta
2011-09-11,fall,2011,sep,no,sunday,no,weather1,0.653333,0.71375,0.115054,1633,3413,5046,23,0.5909090909090909,71.38,7.71,alta
2011-09-12,fall,2011,sep,no,monday,yes,weather1,0.644348,0.692174,0.088913,690,4023,4713,22,0.5757575757575758,69.22,5.96,média
2011-09-13,fall,2011,sep,no,tuesday,yes,weather1,0.650833,0.7125,0.141804,701,4062,4763,23,0.5909090909090909,71.25,9.5,alta
2011-09-14,fall,2011,sep,no,wednesday,yes,weather1,0.673333,0.697083,0.1673,647,4138,4785,24,0.6060606060606061,69.71,11.21,média
2011-09-15,fall,2011,sep,no,thursday,yes,weather2,0.5775,0.709167,0.271146,428,3231,3659,19,0.5303030303030303,70.92,18.17,alta
2011-09-16,fall,2011,sep,no,friday,yes,weather2,0.469167,0.590417,0.164183,742,4018,4760,14,0.45454545454545453,59.04,11,média
2011-09-17,fall,2011,sep,no,saturday,no,weather2,0.491667,0.718333,0.189675,1434,3077,4511,15,0.4696969696969697,71.83,12.71,alta
2011-09-18,fall,2011,sep,no,sunday,no,weather1,0.5075,0.695,0.178483,1353,2921,4274,16,0.48484848484848486,69.5,11.96,média
2011-09-19,fall,2011,sep,no,monday,yes,weather2,0.549167,0.69,0.151742,691,3848,4539,18,0.5151515151515151,69,10.17,média
2011-09-20,fall,2011,sep,no,tuesday,yes,weather2,0.561667,0.88125,0.134954,438,3203,3641,18,0.5151515151515151,88.12,9.04,alta
2011-09-21,fall,2011,sep,no,wednesday,yes,weather2,0.595,0.9,0.0964042,539,3813,4352,20,0.5454545454545454,90,6.46,alta
2011-09-22,fall,2011,sep,no,thursday,yes,weather2,0.628333,0.902083,0.128125,555,4240,4795,22,0.5757575757575758,90.21,8.58,alta
2011-09-23,fall,2011,sep,no,friday,yes,weather2,0.609167,0.9725,0.0783667,258,2137,2395,21,0.5606060606060606,97.25,5.25,alta
2011-09-24,fall,2011,sep,no,saturday,no,weather2,0.606667,0.8625,0.0783833,1776,3647,5423,21,0.5606060606060606,86.25,5.25,alta
2011-09-25,fall,2011,sep,no,sunday,no,weather2,0.634167,0.845,0.0503792,1544,3466,5010,22,0.5757575757575758,84.5,3.38,alta
2011-09-26,fall,2011,sep,no,monday,yes,weather2,0.649167,0.848333,0.1107,684,3946,4630,23,0.5909090909090909,84.83,7.42,alta
2011-09-27,fall,2011,sep,no,tuesday,yes,weather2,0.636667,0.885417,0.118171,477,3643,4120,22,0.5757575757575758,88.54,7.92,alta
2011-09-28,fall,2011,sep,no,wednesday,yes,weather2,0.635,0.84875,0.148629,480,3427,3907,22,0.5757575757575758,84.88,9.96,alta
2011-09-29,fall,2011,sep,no,thursday,yes,weather1,0.616667,0.699167,0.172883,653,4186,4839,21,0.5606060606060606,69.92,11.58,média
2011-09-30,fall,2011,sep,no,friday,yes,weather1,0.564167,0.6475,0.206475,830,4372,5202,19,0.5303030303030303,64.75,13.83,média
2011-10-01,fall,2011,oct,no,saturday,no,weather2,0.41,0.75375,0.292296,480,1949,2429,11,0.4090909090909091,75.38,19.58,alta
2011-10-02,fall,2011,oct,no,sunday,no,weather2,0.356667,0.791667,0.222013,616,2302,2918,9,0.3787878787878788,79.17,14.87,alta
2011-10-03,fall,2011,oct,no,monday,yes,weather2,0.384167,0.760833,0.0833458,330,3240,3570,10,0.3939393939393939,76.08,5.58,alta
2011-10-04,fall,2011,oct,no,tuesday,yes,weather1,0.484167,0.71,0.205854,486,3970,4456,15,0.4696969696969697,71,13.79,alta
2011-10-05,fall,2011,oct,no,wednesday,yes,weather1,0.538333,0.647917,0.17725,559,4267,4826,17,0.5,64.79,11.88,média
2011-10-06,fall,2011,oct,no,thursday,yes,weather1,0.494167,0.620833,0.134954,639,4126,4765,15,0.4696969696969697,62.08,9.04,média
2011-10-07,fall,2011,oct,no,friday,yes,weather1,0.510833,0.684167,0.0223917,949,4036,4985,16,0.48484848484848486,68.42,1.5,média
2011-10-08,fall,2011,oct,no,saturday,no,weather1,0.521667,0.70125,0.0454042,2235,3174,5409,17,0.5,70.12,3.04,alta
2011-10-09,fall,2011,oct,no,sunday,no,weather1,0.540833,0.7275,0.06345,2397,3114,5511,17,0.5,72.75,4.25,alta
2011-10-10,fall,2011,oct,yes,monday,no,weather1,0.570833,0.73375,0.0423042,1514,3603,5117,19,0.5303030303030303,73.38,2.83,alta
2011-10-11,fall,2011,oct,no,tuesday,yes,weather2,0.566667,0.80875,0.143042,667,3896,4563,19,0.5303030303030303,80.88,9.58,alta
2011-10-12,fall,2011,oct,no,wednesday,yes,weather3,0.543333,0.90625,0.24815,217,2199,2416,18,0.5151515151515151,90.62,16.63,alta
2011-10-13,fall,2011,oct,no,thursday,yes,weather2,0.589167,0.896667,0.141787,290,2623,2913,20,0.5454545454545454,89.67,9.5,alta
2011-10-14,fall,2011,oct,no,friday,yes,weather2,0.550833,0.71625,0.223883,529,3115,3644,18,0.5151515151515151,71.62,15,alta
2011-10-15,fall,2011,oct,no,saturday,no,weather1,0.506667,0.483333,0.258083,1899,3318,5217,16,0.48484848484848486,48.33,17.29,baixa
2011-10-16,fall,2011,oct,no,sunday,no,weather1,0.511667,0.486667,0.281717,1748,3293,5041,16,0.48484848484848486,48.67,18.88,baixa
2011-10-17,fall,2011,oct,no,monday,yes,weather1,0.534167,0.579583,0.175379,713,3857,4570,17,0.5,57.96,11.75,média
2011-10-18,fall,2011,oct,no,tuesday,yes,weather2,0.5325,0.701667,0.110087,637,4111,4748,17,0.5,70.17,7.38,alta
2011-10-19,fall,2011,oct,no,wednesday,yes,weather3,0.541739,0.895217,0.243339,254,2170,2424,17,0.5,89.52,16.3,alta
2011-10-20,fall,2011,oct,no,thursday,yes,weather1,0.475833,0.63625,0.422275,471,3724,4195,14,0.45454545454545453,63.62,28.29,média
2011-10-21,fall,2011,oct,no,friday,yes,weather1,0.4275,0.574167,0.221396,676,3628,4304,12,0.42424242424242425,57.42,14.83,média
2011-10-22,fall,2011,oct,no,saturday,no,weather1,0.4225,0.629167,0.0926667,1499,2809,4308,12,0.42424242424242425,62.92,6.21,média
2011-10-23,fall,2011,oct,no,sunday,no,weather1,0.421667,0.74125,0.0995125,1619,2762,4381,12,0.42424242424242425,74.12,6.67,alta
2011-10-24,fall,2011,oct,no,monday,yes,weather1,0.463333,0.772083,0.118792,699,3488,4187,14,0.45454545454545453,77.21,7.96,alta
2011-10-25,fall,2011,oct,no,tuesday,yes,weather1,0.471667,0.622917,0.166658,695,3992,4687,14,0.45454545454545453,62.29,11.17,média
2011-10-26,fall,2011,oct,no,wednesday,yes,weather2,0.484167,0.720417,0.148642,404,3490,3894,15,0.4696969696969697,72.04,9.96,alta
2011-10-27,fall,2011,oct,no,thursday,yes,weather2,0.47,0.812917,0.197763,240,2419,2659,14,0.45454545454545453,81.29,13.25,alta
2011-10-28,fall,2011,oct,no,friday,yes,weather2,0.330833,0.585833,0.229479,456,3291,3747,8,0.36363636363636365,58.58,15.38,média
2011-10-29,fall,2011,oct,no,saturday,no,weather3,0.254167,0.8825,0.351371,57,570,627,4,0.30303030303030304,88.25,23.54,alta
2011-10-30,fall,2011,oct,no,sunday,no,weather1,0.319167,0.62375,0.176617,885,2446,3331,7,0.3484848484848485,62.38,11.83,média
2011-10-31,fall,2011,oct,no,monday,yes,weather1,0.34,0.703333,0.10635,362,3307,3669,8,0.36363636363636365,70.33,7.13,alta
2011-11-01,fall,2011,nov,no,tuesday,yes,weather1,0.400833,0.68375,0.135571,410,3658,4068,11,0.4090909090909091,68.38,9.08,média
2011-11-02,fall,2011,nov,no,wednesday,yes,weather1,0.3775,0.71875,0.0820917,370,3816,4186,10,0.3939393939393939,71.88,5.5,alta
2011-11-03,fall,2011,nov,no,thursday,yes,weather1,0.408333,0.702083,0.136817,318,3656,3974,11,0.4090909090909091,70.21,9.17,alta
2011-11-04,fall,2011,nov,no,friday,yes,weather2,0.403333,0.6225,0.271779,470,3576,4046,11,0.4090909090909091,62.25,18.21,média
2011-11-05,fall,2011,nov,no,saturday,no,weather1,0.326667,0.519167,0.189062,1156,2770,3926,7,0.3484848484848485,51.92,12.67,média
2011-11-06,fall,2011,nov,no,sunday,no,weather1,0.348333,0.734583,0.0920542,952,2697,3649,8,0.36363636363636365,73.46,6.17,alta
2011-11-07,fall,2011,nov,no,monday,yes,weather1,0.395,0.75875,0.057225,373,3662,4035,11,0.4090909090909091,75.88,3.83,alta
2011-11-08,fall,2011,nov,no,tuesday,yes,weather1,0.408333,0.721667,0.0690375,376,3829,4205,11,0.4090909090909091,72.17,4.63,alta
2011-11-09,fall,2011,nov,no,wednesday,yes,weather1,0.4,0.758333,0.0621958,305,3804,4109,11,0.4090909090909091,75.83,4.17,alta
2011-11-10,fall,2011,nov,no,thursday,yes,weather2,0.38,0.813333,0.189067,190,2743,2933,10,0.3939393939393939,81.33,12.67,alta
2011-11-11,fall,2011,nov,yes,friday,no,weather1,0.324167,0.44625,0.314675,440,2928,3368,7,0.3484848484848485,44.62,21.08,baixa
2011-11-12,fall,2011,nov,no,saturday,no,weather1,0.356667,0.552917,0.212062,1275,2792,4067,9,0.3787878787878788,55.29,14.21,média
2011-11-13,fall,2011,nov,no,sunday,no,weather1,0.440833,0.458333,0.281721,1004,2713,3717,13,0.4393939393939394,45.83,18.88,baixa
2011-11-14,fall,2011,nov,no,monday,yes,weather1,0.53,0.587083,0.306596,595,3891,4486,17,0.5,58.71,20.54,média
2011-11-15,fall,2011,nov,no,tuesday,yes,weather2,0.53,0.68875,0.199633,449,3746,4195,17,0.5,68.88,13.38,média
2011-11-16,fall,2011,nov,no,wednesday,yes,weather3,0.456667,0.93,0.136829,145,1672,1817,13,0.4393939393939394,93,9.17,alta
2011-11-17,fall,2011,nov,no,thursday,yes,weather2,0.341667,0.575833,0.305362,139,2914,3053,8,0.36363636363636365,57.58,20.46,média
2011-11-18,fall,2011,nov,no,friday,yes,weather1,0.274167,0.41,0.168533,245,3147,3392,5,0.3181818181818182,41,11.29,baixa
2011-11-19,fall,2011,nov,no,saturday,no,weather1,0.329167,0.502083,0.224496,943,2720,3663,7,0.3484848484848485,50.21,15.04,média
2011-11-20,fall,2011,nov,no,sunday,no,weather2,0.463333,0.684583,0.18595,787,2733,3520,14,0.45454545454545453,68.46,12.46,média
2011-11-21,fall,2011,nov,no,monday,yes,weather3,0.4475,0.91,0.138054,220,2545,2765,13,0.4393939393939394,91,9.25,alta
2011-11-22,fall,2011,nov,no,tuesday,yes,weather3,0.416667,0.9625,0.118792,69,1538,1607,12,0.42424242424242425,96.25,7.96,alta
2011-11-23,fall,2011,nov,no,wednesday,yes,weather2,0.440833,0.757917,0.335825,112,2454,2566,13,0.4393939393939394,75.79,22.5,alta
2011-11-24,fall,2011,nov,yes,thursday,no,weather1,0.373333,0.549167,0.167304,560,935,1495,10,0.3939393939393939,54.92,11.21,média
2011-11-25,fall,2011,nov,no,friday,yes,weather1,0.375,0.64375,0.0988958,1095,1697,2792,10,0.3939393939393939,64.38,6.63,média
2011-11-26,fall,2011,nov,no,saturday,no,weather1,0.375833,0.681667,0.0684208,1249,1819,3068,10,0.3939393939393939,68.17,4.58,média
2011-11-27,fall,2011,nov,no,sunday,no,weather1,0.459167,0.698333,0.208954,810,2261,3071,14,0.45454545454545453,69.83,14,média
2011-11-28,fall,2011,nov,no,monday,yes,weather1,0.503478,0.743043,0.142122,253,3614,3867,16,0.48484848484848486,74.3,9.52,alta
2011-11-29,fall,2011,nov,no,tuesday,yes,weather2,0.458333,0.830833,0.258092,96,2818,2914,14,0.45454545454545453,83.08,17.29,alta
2011-11-30,fall,2011,nov,no,wednesday,yes,weather1,0.325,0.613333,0.271158,188,3425,3613,7,0.3484848484848485,61.33,18.17,média
2011-12-01,winter,2011,dec,no,thursday,yes,weather1,0.3125,0.524583,0.220158,182,3545,3727,7,0.3484848484848485,52.46,14.75,média
2011-12-02,winter,2011,dec,no,friday,yes,weather1,0.314167,0.625833,0.100754,268,3672,3940,7,0.3484848484848485,62.58,6.75,média
2011-12-03,winter,2011,dec,no,saturday,no,weather1,0.299167,0.612917,0.0957833,706,2908,3614,6,0.3333333333333333,61.29,6.42,média
2011-12-04,winter,2011,dec,no,sunday,no,weather1,0.330833,0.775833,0.0839583,634,2851,3485,8,0.36363636363636365,77.58,5.63,alta
2011-12-05,winter,2011,dec,no,monday,yes,weather2,0.385833,0.827083,0.0622083,233,3578,3811,10,0.3939393939393939,82.71,4.17,alta
2011-12-06,winter,2011,dec,no,tuesday,yes,weather3,0.4625,0.949583,0.232583,126,2468,2594,14,0.45454545454545453,94.96,15.58,alta
2011-12-07,winter,2011,dec,no,wednesday,yes,weather3,0.41,0.970417,0.266175,50,655,705,11,0.4090909090909091,97.04,17.83,alta
2011-12-08,winter,2011,dec,no,thursday,yes,weather1,0.265833,0.58,0.240058,150,3172,3322,4,0.30303030303030304,58,16.08,média
2011-12-09,winter,2011,dec,no,friday,yes,weather1,0.290833,0.695833,0.0827167,261,3359,3620,6,0.3333333333333333,69.58,5.54,média
2011-12-10,winter,2011,dec,no,saturday,no,weather1,0.275,0.5075,0.233221,502,2688,3190,5,0.3181818181818182,50.75,15.63,média
2011-12-11,winter,2011,dec,no,sunday,no,weather1,0.220833,0.49,0.0665417,377,2366,2743,2,0.2727272727272727,49,4.46,baixa
2011-12-12,winter,2011,dec,no,monday,yes,weather1,0.238333,0.670833,0.06345,143,3167,3310,3,0.2878787878787879,67.08,4.25,média
2011-12-13,winter,2011,dec,no,tuesday,yes,weather1,0.2825,0.59,0.14055,155,3368,3523,5,0.3181818181818182,59,9.42,média
2011-12-14,winter,2011,dec,no,wednesday,yes,weather2,0.3175,0.66375,0.0609583,178,3562,3740,7,0.3484848484848485,66.38,4.08,média
2011-12-15,winter,2011,dec,no,thursday,yes,weather2,0.4225,0.634167,0.268042,181,3528,3709,12,0.42424242424242425,63.42,17.96,média
2011-12-16,winter,2011,dec,no,friday,yes,weather2,0.375,0.500417,0.260575,178,3399,3577,10,0.3939393939393939,50.04,17.46,média
2011-12-17,winter,2011,dec,no,saturday,no,weather2,0.258333,0.560833,0.243167,275,2464,2739,4,0.30303030303030304,56.08,16.29,média
2011-12-18,winter,2011,dec,no,sunday,no,weather1,0.238333,0.58625,0.169779,220,2211,2431,3,0.2878787878787879,58.63,11.38,média
2011-12-19,winter,2011,dec,no,monday,yes,weather1,0.276667,0.6375,0.172896,260,3143,3403,5,0.3181818181818182,63.75,11.58,média
2011-12-20,winter,2011,dec,no,tuesday,yes,weather2,0.385833,0.595417,0.0615708,216,3534,3750,10,0.3939393939393939,59.54,4.13,média
2011-12-21,winter,2011,dec,no,wednesday,yes,weather2,0.428333,0.858333,0.2214,107,2553,2660,12,0.42424242424242425,85.83,14.83,alta
2011-12-22,winter,2011,dec,no,thursday,yes,weather2,0.423333,0.7575,0.047275,227,2841,3068,12,0.42424242424242425,75.75,3.17,alta
2011-12-23,winter,2011,dec,no,friday,yes,weather1,0.373333,0.68625,0.274246,163,2046,2209,10,0.3939393939393939,68.62,18.37,média
2011-12-24,winter,2011,dec,no,saturday,no,weather1,0.3025,0.5425,0.190304,155,856,1011,6,0.3333333333333333,54.25,12.75,média
2011-12-25,winter,2011,dec,no,sunday,no,weather1,0.274783,0.681304,0.155091,303,451,754,5,0.3181818181818182,68.13,10.39,média
2011-12-26,winter,2011,dec,yes,monday,no,weather1,0.321739,0.506957,0.239465,430,887,1317,7,0.3484848484848485,50.7,16.04,média
2011-12-27,winter,2011,dec,no,tuesday,yes,weather2,0.325,0.7625,0.18845,103,1059,1162,7,0.3484848484848485,76.25,12.63,alta
2011-12-28,winter,2011,dec,no,wednesday,yes,weather1,0.29913,0.50391300000000006,0.293961,255,2047,2302,6,0.3333333333333333,50.39,19.7,média
2011-12-29,winter,2011,dec,no,thursday,yes,weather1,0.248333,0.574167,0.119412,254,2169,2423,4,0.30303030303030304,57.42,8,média
2011-12-30,winter,2011,dec,no,friday,yes,weather1,0.311667,0.636667,0.134337,491,2508,2999,7,0.3484848484848485,63.67,9,média
2011-12-31,winter,2011,dec,no,saturday,no,weather1,0.41,0.615833,0.220154,665,1820,2485,11,0.4090909090909091,61.58,14.75,média
2012-01-01,winter,2012,jan,no,sunday,no,weather1,0.37,0.6925,0.192167,686,1608,2294,9,0.3787878787878788,69.25,12.88,média
2012-01-02,winter,2012,jan,yes,monday,no,weather1,0.273043,0.381304,0.329665,244,1707,1951,5,0.3181818181818182,38.13,22.09,baixa
2012-01-03,winter,2012,jan,no,tuesday,yes,weather1,0.15,0.44125,0.365671,89,2147,2236,-1,0.22727272727272727,44.12,24.5,baixa
2012-01-04,winter,2012,jan,no,wednesday,yes,weather2,0.1075,0.414583,0.1847,95,2273,2368,-3,0.19696969696969696,41.46,12.37,baixa
2012-01-05,winter,2012,jan,no,thursday,yes,weather1,0.265833,0.524167,0.129987,140,3132,3272,4,0.30303030303030304,52.42,8.71,média
2012-01-06,winter,2012,jan,no,friday,yes,weather1,0.334167,0.542083,0.167908,307,3791,4098,8,0.36363636363636365,54.21,11.25,média
2012-01-07,winter,2012,jan,no,saturday,no,weather1,0.393333,0.531667,0.174758,1070,3451,4521,10,0.3939393939393939,53.17,11.71,média
2012-01-08,winter,2012,jan,no,sunday,no,weather1,0.3375,0.465,0.191542,599,2826,3425,8,0.36363636363636365,46.5,12.83,baixa
2012-01-09,winter,2012,jan,no,monday,yes,weather2,0.224167,0.701667,0.0989,106,2270,2376,3,0.2878787878787879,70.17,6.63,alta
2012-01-10,winter,2012,jan,no,tuesday,yes,weather1,0.308696,0.646522,0.187552,173,3425,3598,7,0.3484848484848485,64.65,12.57,média
2012-01-11,winter,2012,jan,no,wednesday,yes,weather2,0.274167,0.8475,0.131221,92,2085,2177,5,0.3181818181818182,84.75,8.79,alta
2012-01-12,winter,2012,jan,no,thursday,yes,weather2,0.3825,0.802917,0.180967,269,3828,4097,10,0.3939393939393939,80.29,12.12,alta
2012-01-13,winter,2012,jan,no,friday,yes,weather1,0.274167,0.5075,0.378108,174,3040,3214,5,0.3181818181818182,50.75,25.33,média
2012-01-14,winter,2012,jan,no,saturday,no,weather1,0.18,0.4575,0.187183,333,2160,2493,0,0.24242424242424243,45.75,12.54,baixa
